chapter,chapter_title,verse,shlok,transliteration,translation,index
9,Rāja Vidyā Yog,9.30,अपि चेत्सुदुराचारो भजते मामनन्यभाक् |\nसाधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः ||९-३०||,api cetsudurācāro bhajate māmananyabhāk .\nsādhureva sa mantavyaḥ samyagvyavasito hi saḥ ||9-30||,"Even if the vilest sinners worship Me with exclusive devotion, they are to be considered righteous because they have made the proper resolve.",340
9,Rāja Vidyā Yog,9.31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति |\nकौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति ||९-३१||,kṣipraṃ bhavati dharmātmā śaśvacchāntiṃ nigacchati .\nkaunteya pratijānīhi na me bhaktaḥ praṇaśyati ||9-31||,"Quickly they become virtuous, and attain lasting peace.  O son of Kunti, declare it boldly that no devotee of Mine is ever lost.",341
9,Rāja Vidyā Yog,9.32,मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः |\nस्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् ||९-३२||,māṃ hi pārtha vyapāśritya ye.api syuḥ pāpayonayaḥ .\nstriyo vaiśyāstathā śūdrāste.api yānti parāṃ gatim ||9-32||,"All those who take refuge in Me, whatever their birth, race, gender, or caste, even those whom society scorns, will attain the supreme destination.",342
9,Rāja Vidyā Yog,9.33,किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा |\nअनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ||९-३३||,kiṃ punarbrāhmaṇāḥ puṇyā bhaktā rājarṣayastathā .\nanityamasukhaṃ lokamimaṃ prāpya bhajasva mām ||9-33||,"What then to speak about kings and sages with meritorious deeds?  Therefore, having come to this transient and joyless world, engage in devotion unto Me.",343
9,Rāja Vidyā Yog,9.34,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु |\nमामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः ||९-३४||,manmanā bhava madbhakto madyājī māṃ namaskuru .\nmāmevaiṣyasi yuktvaivamātmānaṃ matparāyaṇaḥ ||9-34||,"Always think of Me, be devoted to Me, worship Me, and offer obeisance to Me.  Having dedicated your mind and body to Me, you will certainly come to Me.",344
10,Vibhūti Yog,10.1,श्रीभगवानुवाच |\nभूय एव महाबाहो शृणु मे परमं वचः |\nयत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ||१०-१||,śrībhagavānuvāca .\nbhūya eva mahābāho śṛṇu me paramaṃ vacaḥ .\nyatte.ahaṃ prīyamāṇāya vakṣyāmi hitakāmyayā ||10-1||,"The Lord said: Listen again to My divine teachings, O mighty armed one. Desiring your welfare because you are My beloved friend, I shall reveal them to you.",345
10,Vibhūti Yog,10.2,न मे विदुः सुरगणाः प्रभवं न महर्षयः |\nअहमादिर्हि देवानां महर्षीणां च सर्वशः ||१०-२||,na me viduḥ suragaṇāḥ prabhavaṃ na maharṣayaḥ .\nahamādirhi devānāṃ maharṣīṇāṃ ca sarvaśaḥ ||10-2||,Neither celestial gods nor the great sages know of My origin. I am the source from which the gods and great seers come.,346
10,Vibhūti Yog,10.3,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् |\nअसम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते ||१०-३||,yo māmajamanādiṃ ca vetti lokamaheśvaram .\nasammūḍhaḥ sa martyeṣu sarvapāpaiḥ pramucyate ||10-3||,"Those who know Me as unborn and beginningless, and as the Supreme Lord of the universe, they among mortals are free from illusion and released from all evils.",347
10,Vibhūti Yog,10.4 – 10.5,बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः |\nसुखं दुःखं भवोऽभावो भयं चाभयमेव च ||१०-४||\nअहिंसा समता तुष्टिस्तपो दानं यशोऽयशः |\nभवन्ति भावा भूतानां मत्त एव पृथग्विधाः ||१०-५||,buddhirjñānamasammohaḥ kṣamā satyaṃ damaḥ śamaḥ .\nsukhaṃ duḥkhaṃ bhavo.abhāvo bhayaṃ cābhayameva ca ||10-4||\nahiṃsā samatā tuṣṭistapo dānaṃ yaśo.ayaśaḥ .\nbhavanti bhāvā bhūtānāṃ matta eva pṛthagvidhāḥ ||10-5||,"From Me alone arise the varieties of qualities in humans, such as intellect, knowledge, clarity of thought, forgiveness, truthfulness, control over the senses and mind, joy and sorrow, birth and death, fear and courage, non-violence, equanimity, contentment, austerity, charity, fame, and infamy.",348
10,Vibhūti Yog,10.6,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा |\nमद्भावा मानसा जाता येषां लोक इमाः प्रजाः ||१०-६||,maharṣayaḥ sapta pūrve catvāro manavastathā .\nmadbhāvā mānasā jātā yeṣāṃ loka imāḥ prajāḥ ||10-6||,"The seven great Sages, the four great Saints before them, and the fourteen Manus, are all born from My mind. From them, all the people in the world have descended.",349
10,Vibhūti Yog,10.7,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः |\nसोऽविकम्पेन योगेन युज्यते नात्र संशयः ||१०-७||,etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ .\nso.avikampena yogena yujyate nātra saṃśayaḥ ||10-7||,Those who know in truth My glories and divine powers become united with Me through unwavering Bhakti Yog. Of this there is no doubt.,350
10,Vibhūti Yog,10.8,अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते |\nइति मत्वा भजन्ते मां बुधा भावसमन्विताः ||१०-८||,ahaṃ sarvasya prabhavo mattaḥ sarvaṃ pravartate .\niti matvā bhajante māṃ budhā bhāvasamanvitāḥ ||10-8||,I am the origin of all creation. Everything proceeds from Me. The wise who know this perfectly worship Me with great faith and devotion.,351
10,Vibhūti Yog,10.9,मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम् |\nकथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ||१०-९||,maccittā madgataprāṇā bodhayantaḥ parasparam .\nkathayantaśca māṃ nityaṃ tuṣyanti ca ramanti ca ||10-9||,"With their minds fixed on Me and their lives surrendered to Me, My devotees remain ever content in Me. They derive great satisfaction and bliss in enlightening one another about Me and in conversing about My glories.",352
10,Vibhūti Yog,10.10,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् |\nददामि बुद्धियोगं तं येन मामुपयान्ति ते ||१०-१०||,teṣāṃ satatayuktānāṃ bhajatāṃ prītipūrvakam .\ndadāmi buddhiyogaṃ taṃ yena māmupayānti te ||10-10||,"To those whose minds are always united with Me in loving devotion, I give the divine knowledge by which they can attain Me.",353
10,Vibhūti Yog,10.11,तेषामेवानुकम्पार्थमहमज्ञानजं तमः |\nनाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ||१०-११||,teṣāmevānukampārthamahamajñānajaṃ tamaḥ .\nnāśayāmyātmabhāvastho jñānadīpena bhāsvatā ||10-11||,"Out of compassion for them, I, who dwell within their hearts, destroy the darkness born of ignorance, with the luminous lamp of knowledge.",354
10,Vibhūti Yog,10.12 – 10.13,अर्जुन उवाच |\nपरं ब्रह्म परं धाम पवित्रं परमं भवान् |\nपुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ||१०-१२||\nआहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा |\nअसितो देवलो व्यासः स्वयं चैव ब्रवीषि मे ||१०-१३||,arjuna uvāca .\nparaṃ brahma paraṃ dhāma pavitraṃ paramaṃ bhavān .\npuruṣaṃ śāśvataṃ divyamādidevamajaṃ vibhum ||10-12||\nāhustvāmṛṣayaḥ sarve devarṣirnāradastathā .\nasito devalo vyāsaḥ svayaṃ caiva bravīṣi me ||10-13||,"Arjun said: You are the Supreme Divine Personality, the Supreme Abode, the Supreme Purifier, the Eternal God, the Primal Being, the Unborn, and the Greatest. The great sages, like Narad, Asit, Deval, and Vyas, proclaimed this, and now You are declaring it to me Yourself.",355
10,Vibhūti Yog,10.14,सर्वमेतदृतं मन्ये यन्मां वदसि केशव |\nन हि ते भगवन्व्यक्तिं विदुर्देवा न दानवाः ||१०-१४||,sarvametadṛtaṃ manye yanmāṃ vadasi keśava .\nna hi te bhagavanvyaktiṃ vidurdevā na dānavāḥ ||10-14||,"O Krishna, I totally accept everything You have told me as the Truth. O Lord, neither gods nor the demons can understand Your true personality.",356
10,Vibhūti Yog,10.15,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |\nभूतभावन भूतेश देवदेव जगत्पते ||१०-१५||,svayamevātmanātmānaṃ vettha tvaṃ puruṣottama .\nbhūtabhāvana bhūteśa devadeva jagatpate ||10-15||,"Indeed, You alone know Yourself by Your inconceivable energy, O Supreme Personality, the Creator and Lord of all beings, the God of gods, and the Lord of the universe!",357
